BASE_YM,MENU_CODE,MENU_NM,NTT_CNT,NTT_PER_AVRG_MENTN_CNT
202204,CNVNC_M02001,간장·마늘치킨,587943,0.0083
202204,KOREA_M01001,간장·양념게장,587943,0.0216
202204,KOREA_M01002,갈비찜·뼈찜,587943,0.0067
202204,KOREA_M02001,갈비탕,587943,0.0112
202204,KOREA_M02002,감자탕,587943,0.0096
202204,CNVNC_M01001,감자튀김·사이드메뉴,587943,0.0287
202204,BARFD_M01001,견과류,587943,0.0002
202204,KOREA_M01003,계란찜·계란말이,587943,0.0443
202204,CNVNC_M01002,고로케·소시지빵·피자빵,587943,0.0085
202204,KOREA_M06001,고추장찌개·돼지찌개,587943,0.0373
202204,BARFD_M01002,골뱅이,587943,0.0054
202204,KOREA_M01004,곰장어 요리,587943,0.0035
202204,KOREA_M05001,곱창·막창·내장부위,587943,0.0565
202204,KOREA_M01005,공기밥·돌솥밥,587943,0.0086
202204,BARFD_M01003,과일안주,587943,0.0006
202204,KOREA_M02003,국·탕,587943,0.0262
202204,KOREA_M02004,국밥,587943,0.0120
202204,KOREA_M03001,국수·칼국수·수제비,587943,0.1182
202204,KOREA_M01006,굴요리,587943,0.0022
202204,FORGN_M01001,그라탕,587943,0.0018
202204,KOREA_M05002,기타동물,587943,0.0004
202204,CNVNC_M02002,기타시즈닝치킨,587943,0.0431
202204,SNACK_M01001,김밥·주먹밥,587943,0.0352
202204,KOREA_M06002,김치찌개·참치찌개,587943,0.0249
202204,SPECL_M01001,나베·전골,587943,0.0399
202204,KOREA_M01008,낙지·오징어·쭈꾸미 요리,587943,0.0960
202204,KOREA_M05003,닭갈비,587943,0.0174
202204,CNVNC_M01003,닭강정,587943,0.0073
202204,KOREA_M05004,닭똥집·모래집,587943,0.0023
202204,KOREA_M05005,닭발,587943,0.0152
202204,KOREA_M05006,닭볶음탕,587943,0.0134
202204,SPECL_M01002,덮밥,587943,0.0342
202204,CNVNC_M01004,도넛·꽈배기,587943,0.0223
202204,SPECL_M01003,도시락,587943,0.0034
202204,SPECL_M01004,돈가스,587943,0.0540
202204,FORGN_M01003,돈부리,587943,0.0167
202204,FORGN_M01004,동남아음식,587943,0.0053
202204,KOREA_M05007,돼지갈비·주물럭·양념고기,587943,0.0267
202204,KOREA_M05008,돼지고기 구이,587943,0.1387
202204,KOREA_M06003,된장찌개·청국장,587943,0.0596
202204,SPECL_M01005,두부요리,587943,0.0227
202204,CNVNC_M01005,떡·모찌,587943,0.0613
202204,SNACK_M01002,떡볶이,587943,0.0546
202204,DRINK_M01001,라떼류음료,587943,0.0814
202204,DRINK_M01002,라떼류커피,587943,0.0703
202204,SNACK_M01003,라면,587943,0.0726
202204,FORGN_M01006,리소토·필라프,587943,0.0278
202204,FORGN_M01007,마라탕,587943,0.0184
202204,CNVNC_M01006,마카롱·와플·파이·타르트·카페디저트,587943,0.0706
202204,ALCHL_M01003,막걸리,587943,0.0262
202204,CNVNC_M01007,만두,587943,0.0534
202204,KOREA_M02005,매운탕·해물탕,587943,0.0214
202204,ALCHL_M01004,맥주,587943,0.0121
202204,CNVNC_M01008,머핀·카스텔라,587943,0.0086
202204,FORGN_M01008,멕시칸음식,587943,0.0022
202204,SPECL_M01006,면류,587943,0.0034
202204,KOREA_M03002,물냉면,587943,0.0278
202204,KOREA_M01009,민물고기 요리,587943,0.0026
202204,KOREA_M01010,민물장어 요리,587943,0.0047
202204,SPECL_M01007,바닷가재·게요리,587943,0.0218
202204,CNVNC_M02003,반반치킨,587943,0.0018
202204,KOREA_M04001,백반,587943,0.0135
202204,KOREA_M05009,백숙·토종닭,587943,0.0043
202204,SPECL_M01010,버섯요리,587943,0.0023
202204,BARFD_M01004,번데기,587943,0.0028
202204,CNVNC_M01009,베이글·식사용빵,587943,0.0103
202204,CNVNC_M02004,베이크류치킨,587943,0.0022
202204,KOREA_M05010,보쌈,587943,0.0180
202204,KOREA_M01011,복어요리,587943,0.0022
202204,SPECL_M01011,볶음밥,587943,0.0890
202204,KOREA_M06004,부대찌개,587943,0.0086
202204,KOREA_M05011,불닭,587943,0.0090
202204,BUFFT_M01001,뷔페·식권,587943,0.0129
202204,KOREA_M03003,비빔냉면,587943,0.0229
202204,KOREA_M01012,비빔밥,587943,0.0346
202204,CNVNC_M01010,빙수,587943,0.0092
202204,FORGN_M01009,사시미,587943,0.0166
202204,KOREA_M02006,사철탕·보신탕,587943,0.0003
202204,ALCHL_M01005,사케,587943,0.0158
202204,KOREA_M05012,삼계탕,587943,0.0068
202204,KOREA_M01013,새우구이,587943,0.0232
202204,CNVNC_M01011,샌드위치,587943,0.0365
202204,FORGN_M01010,샐러드,587943,0.1303
202204,KOREA_M01014,생선구이,587943,0.0197
202204,KOREA_M06005,생선찌개,587943,0.0010
202204,KOREA_M01015,생선찜·해물찜,587943,0.0043
202204,SPECL_M01012,샤브샤브,587943,0.0187
202204,KOREA_M02007,설렁탕·곰탕,587943,0.0153
202204,KOREA_M05013,소고기구이,587943,0.0778
202204,FORGN_M01011,소바,587943,0.0157
202204,CNVNC_M01012,소보로·슈크림·브라우니·달콤한빵·과자류,587943,0.1411
202204,BARFD_M01005,소시지,587943,0.0120
202204,KOREA_M05014,수육,587943,0.0239
202204,SNACK_M01004,순대,587943,0.0241
202204,KOREA_M02008,순대국,587943,0.0083
202204,KOREA_M06006,순두부찌개,587943,0.0114
202204,DRINK_M01004,쉐이크·스무디·요거트,587943,0.0122
202204,FORGN_M01012,스시,587943,0.0700
202204,FORGN_M01013,스테이크,587943,0.0548
202204,FORGN_M01014,스튜,587943,0.0036
202204,FORGN_M01015,스프,587943,0.0202
202204,CNVNC_M01013,식빵·바게트,587943,0.0141
202204,FORGN_M01016,쌀국수,587943,0.0206
202204,KOREA_M01016,쌈밥,587943,0.0079
202204,KOREA_M01017,아구·아귀요리,587943,0.0112
202204,DRINK_M01005,아메리카노,587943,0.0272
202204,CNVNC_M01014,아이스크림,587943,0.0541
202204,CNVNC_M01015,약과·한과,587943,0.0010
202204,SPECL_M01013,양고기요리,587943,0.0077
202204,CNVNC_M02005,양념치킨,587943,0.0124
202204,KOREA_M01018,어죽,587943,0.0010
202204,DRINK_M01006,에스프레소·드립커피·냉침커피,587943,0.0188
202204,FORGN_M01017,오꼬노미야끼·타코야끼,587943,0.0053
202204,KOREA_M05015,오리로스·주물럭·훈제,587943,0.0074
202204,KOREA_M05016,오리탕·오리백숙,587943,0.0060
202204,SPECL_M01014,오므라이스,587943,0.0040
202204,BARFD_M01006,오징어·먹태·노가리류,587943,0.0015
202204,KOREA_M05017,옻닭,587943,0.0006
202204,ALCHL_M01008,와인,587943,0.0081
202204,SPECL_M01015,우동,587943,0.0462
202204,KOREA_M02009,육개장,587943,0.0094
202204,KOREA_M05018,육회,587943,0.0379
202204,BARFD_M01008,은행·꼬치구이,587943,0.0074
202204,FORGN_M01018,인도음식,587943,0.0036
202204,KOREA_M01019,전·빈대떡·부침개,587943,0.0358
202204,DRINK_M01008,전통차·허브차·과일차,587943,0.0020
202204,KOREA_M04002,정식,587943,0.0131
202204,KOREA_M05019,제육볶음·두루치기·불고기,587943,0.0574
202204,KOREA_M01020,조개구이,587943,0.0112
202204,KOREA_M05020,족발,587943,0.0045
202204,DRINK_M01009,주스·에이드,587943,0.0018
202204,KOREA_M01021,죽,587943,0.0393
202204,FORGN_M01019,중식요리,587943,0.0367
202204,SPECL_M01016,짜장면,587943,0.0188
202204,SPECL_M01017,짬뽕·짬뽕밥·짬뽕탕,587943,0.0399
202204,SNACK_M01005,쫄면,587943,0.0118
202204,KOREA_M06007,찌개,587943,0.0032
202204,CNVNC_M01017,찐빵,587943,0.0023
202204,KOREA_M05021,찜닭,587943,0.0077
202204,SPECL_M01018,참치회,587943,0.0029
202204,SPECL_M01019,채식·비건 요리,587943,0.0086
202204,KOREA_M02010,추어탕,587943,0.0044
202204,SPECL_M01020,치킨가스·생선가스·규가스,587943,0.0053
202204,SPECL_M01021,카레,587943,0.0232
202204,ALCHL_M01010,칵테일,587943,0.0066
202204,DRINK_M01010,커피,587943,0.0452
202204,CNVNC_M01018,케이크,587943,0.0798
202204,CNVNC_M01019,쿠키,587943,0.0423
202204,FORGN_M01020,타다끼,587943,0.0024
202204,BARFD_M01009,타코와사비·고노와다,587943,0.0023
202204,FORGN_M01021,탕수육·꿔바로우,587943,0.0252
202204,FORGN_M01022,터키음식,587943,0.0009
202204,CNVNC_M01020,토스트,587943,0.0153
202204,SPECL_M01022,튀김,587943,0.1097
202204,FORGN_M01023,파스타,587943,0.0911
202204,CNVNC_M02006,프라이드치킨,587943,0.0087
202204,FORGN_M01024,피자,587943,0.0351
202204,SPECL_M01023,함박스테이크,587943,0.0060
202204,CNVNC_M01021,핫도그,587943,0.0087
202204,KOREA_M01022,해산물요리,587943,0.0475
202204,KOREA_M02011,해장국,587943,0.0187
202204,CNVNC_M01022,햄버거,587943,0.0149
202204,KOREA_M01023,홍어 요리,587943,0.0033
202204,DRINK_M01012,홍차·녹차·밀크티,587943,0.0190
202204,KOREA_M01024,황태 요리,587943,0.0097
202204,KOREA_M01025,회,587943,0.0361
202204,KOREA_M05022,흑염소,587943,0.0010
