BASE_YM,MENU_CODE,MENU_NM,NTT_CNT,NTT_PER_AVRG_MENTN_CNT
202212,CNVNC_M02001,간장·마늘치킨,887076,0.0080
202212,KOREA_M01001,간장·양념게장,887076,0.0250
202212,KOREA_M01002,갈비찜·뼈찜,887076,0.0069
202212,KOREA_M02001,갈비탕,887076,0.0111
202212,KOREA_M02002,감자탕,887076,0.0112
202212,CNVNC_M01001,감자튀김·사이드메뉴,887076,0.0267
202212,BARFD_M01001,견과류,887076,0.0002
202212,KOREA_M01003,계란찜·계란말이,887076,0.0444
202212,CNVNC_M01002,고로케·소시지빵·피자빵,887076,0.0074
202212,KOREA_M06001,고추장찌개·돼지찌개,887076,0.0381
202212,BARFD_M01002,골뱅이,887076,0.0054
202212,KOREA_M01004,곰장어 요리,887076,0.0031
202212,KOREA_M05001,곱창·막창·내장부위,887076,0.0554
202212,KOREA_M01005,공기밥·돌솥밥,887076,0.0071
202212,BARFD_M01003,과일안주,887076,0.0007
202212,KOREA_M02003,국·탕,887076,0.0268
202212,KOREA_M02004,국밥,887076,0.0130
202212,KOREA_M03001,국수·칼국수·수제비,887076,0.1186
202212,KOREA_M01006,굴요리,887076,0.0101
202212,FORGN_M01001,그라탕,887076,0.0019
202212,KOREA_M05002,기타동물,887076,0.0004
202212,CNVNC_M02002,기타시즈닝치킨,887076,0.0401
202212,SNACK_M01001,김밥·주먹밥,887076,0.0306
202212,KOREA_M06002,김치찌개·참치찌개,887076,0.0268
202212,SPECL_M01001,나베·전골,887076,0.0469
202212,KOREA_M01008,낙지·오징어·쭈꾸미 요리,887076,0.0909
202212,KOREA_M05003,닭갈비,887076,0.0203
202212,CNVNC_M01003,닭강정,887076,0.0069
202212,KOREA_M05004,닭똥집·모래집,887076,0.0023
202212,KOREA_M05005,닭발,887076,0.0145
202212,KOREA_M05006,닭볶음탕,887076,0.0151
202212,SPECL_M01002,덮밥,887076,0.0328
202212,CNVNC_M01004,도넛·꽈배기,887076,0.0188
202212,SPECL_M01003,도시락,887076,0.0027
202212,SPECL_M01004,돈가스,887076,0.0470
202212,FORGN_M01003,돈부리,887076,0.0165
202212,FORGN_M01004,동남아음식,887076,0.0061
202212,KOREA_M05007,돼지갈비·주물럭·양념고기,887076,0.0294
202212,KOREA_M05008,돼지고기 구이,887076,0.1516
202212,KOREA_M06003,된장찌개·청국장,887076,0.0572
202212,SPECL_M01005,두부요리,887076,0.0215
202212,CNVNC_M01005,떡·모찌,887076,0.0559
202212,SNACK_M01002,떡볶이,887076,0.0496
202212,DRINK_M01001,라떼류음료,887076,0.0644
202212,DRINK_M01002,라떼류커피,887076,0.0606
202212,SNACK_M01003,라면,887076,0.0724
202212,FORGN_M01006,리소토·필라프,887076,0.0247
202212,FORGN_M01007,마라탕,887076,0.0209
202212,CNVNC_M01006,마카롱·와플·파이·타르트·카페디저트,887076,0.0617
202212,ALCHL_M01003,막걸리,887076,0.0215
202212,CNVNC_M01007,만두,887076,0.0492
202212,KOREA_M02005,매운탕·해물탕,887076,0.0239
202212,ALCHL_M01004,맥주,887076,0.0113
202212,CNVNC_M01008,머핀·카스텔라,887076,0.0075
202212,FORGN_M01008,멕시칸음식,887076,0.0022
202212,SPECL_M01006,면류,887076,0.0051
202212,KOREA_M03002,물냉면,887076,0.0222
202212,KOREA_M01009,민물고기 요리,887076,0.0024
202212,KOREA_M01010,민물장어 요리,887076,0.0041
202212,SPECL_M01007,바닷가재·게요리,887076,0.0339
202212,CNVNC_M02003,반반치킨,887076,0.0016
202212,KOREA_M04001,백반,887076,0.0119
202212,KOREA_M05009,백숙·토종닭,887076,0.0034
202212,SPECL_M01010,버섯요리,887076,0.0019
202212,BARFD_M01004,번데기,887076,0.0029
202212,CNVNC_M01009,베이글·식사용빵,887076,0.0125
202212,CNVNC_M02004,베이크류치킨,887076,0.0019
202212,KOREA_M05010,보쌈,887076,0.0202
202212,KOREA_M01011,복어요리,887076,0.0023
202212,SPECL_M01011,볶음밥,887076,0.0893
202212,KOREA_M06004,부대찌개,887076,0.0081
202212,KOREA_M05011,불닭,887076,0.0085
202212,BUFFT_M01001,뷔페·식권,887076,0.0151
202212,KOREA_M03003,비빔냉면,887076,0.0153
202212,KOREA_M01012,비빔밥,887076,0.0319
202212,CNVNC_M01010,빙수,887076,0.0081
202212,FORGN_M01009,사시미,887076,0.0179
202212,KOREA_M02006,사철탕·보신탕,887076,0.0002
202212,ALCHL_M01005,사케,887076,0.0204
202212,KOREA_M05012,삼계탕,887076,0.0060
202212,KOREA_M01013,새우구이,887076,0.0275
202212,CNVNC_M01011,샌드위치,887076,0.0309
202212,FORGN_M01010,샐러드,887076,0.1132
202212,KOREA_M01014,생선구이,887076,0.0207
202212,KOREA_M06005,생선찌개,887076,0.0010
202212,KOREA_M01015,생선찜·해물찜,887076,0.0042
202212,SPECL_M01012,샤브샤브,887076,0.0220
202212,KOREA_M02007,설렁탕·곰탕,887076,0.0175
202212,KOREA_M05013,소고기구이,887076,0.0835
202212,FORGN_M01011,소바,887076,0.0182
202212,CNVNC_M01012,소보로·슈크림·브라우니·달콤한빵·과자류,887076,0.1166
202212,BARFD_M01005,소시지,887076,0.0118
202212,KOREA_M05014,수육,887076,0.0280
202212,SNACK_M01004,순대,887076,0.0247
202212,KOREA_M02008,순대국,887076,0.0094
202212,KOREA_M06006,순두부찌개,887076,0.0114
202212,DRINK_M01004,쉐이크·스무디·요거트,887076,0.0077
202212,FORGN_M01012,스시,887076,0.0746
202212,FORGN_M01013,스테이크,887076,0.0577
202212,FORGN_M01014,스튜,887076,0.0039
202212,FORGN_M01015,스프,887076,0.0208
202212,CNVNC_M01013,식빵·바게트,887076,0.0126
202212,FORGN_M01016,쌀국수,887076,0.0237
202212,KOREA_M01016,쌈밥,887076,0.0089
202212,KOREA_M01017,아구·아귀요리,887076,0.0107
202212,DRINK_M01005,아메리카노,887076,0.0172
202212,CNVNC_M01014,아이스크림,887076,0.0508
202212,CNVNC_M01015,약과·한과,887076,0.0008
202212,SPECL_M01013,양고기요리,887076,0.0080
202212,CNVNC_M02005,양념치킨,887076,0.0109
202212,KOREA_M01018,어죽,887076,0.0010
202212,DRINK_M01006,에스프레소·드립커피·냉침커피,887076,0.0146
202212,FORGN_M01017,오꼬노미야끼·타코야끼,887076,0.0099
202212,KOREA_M05015,오리로스·주물럭·훈제,887076,0.0064
202212,KOREA_M05016,오리탕·오리백숙,887076,0.0049
202212,SPECL_M01014,오므라이스,887076,0.0038
202212,BARFD_M01006,오징어·먹태·노가리류,887076,0.0016
202212,KOREA_M05017,옻닭,887076,0.0005
202212,ALCHL_M01008,와인,887076,0.0082
202212,SPECL_M01015,우동,887076,0.0486
202212,KOREA_M02009,육개장,887076,0.0087
202212,KOREA_M05018,육회,887076,0.0397
202212,BARFD_M01008,은행·꼬치구이,887076,0.0098
202212,FORGN_M01018,인도음식,887076,0.0039
202212,KOREA_M01019,전·빈대떡·부침개,887076,0.0314
202212,DRINK_M01008,전통차·허브차·과일차,887076,0.0018
202212,KOREA_M04002,정식,887076,0.0147
202212,KOREA_M05019,제육볶음·두루치기·불고기,887076,0.0514
202212,KOREA_M01020,조개구이,887076,0.0152
202212,KOREA_M05020,족발,887076,0.0037
202212,DRINK_M01009,주스·에이드,887076,0.0015
202212,KOREA_M01021,죽,887076,0.0401
202212,FORGN_M01019,중식요리,887076,0.0362
202212,SPECL_M01016,짜장면,887076,0.0171
202212,SPECL_M01017,짬뽕·짬뽕밥·짬뽕탕,887076,0.0393
202212,SNACK_M01005,쫄면,887076,0.0102
202212,KOREA_M06007,찌개,887076,0.0032
202212,CNVNC_M01017,찐빵,887076,0.0027
202212,KOREA_M05021,찜닭,887076,0.0065
202212,SPECL_M01018,참치회,887076,0.0027
202212,SPECL_M01019,채식·비건 요리,887076,0.0066
202212,KOREA_M02010,추어탕,887076,0.0038
202212,SPECL_M01020,치킨가스·생선가스·규가스,887076,0.0057
202212,SPECL_M01021,카레,887076,0.0242
202212,ALCHL_M01010,칵테일,887076,0.0076
202212,DRINK_M01010,커피,887076,0.0319
202212,CNVNC_M01018,케이크,887076,0.0825
202212,CNVNC_M01019,쿠키,887076,0.0372
202212,FORGN_M01020,타다끼,887076,0.0025
202212,BARFD_M01009,타코와사비·고노와다,887076,0.0024
202212,FORGN_M01021,탕수육·꿔바로우,887076,0.0247
202212,FORGN_M01022,터키음식,887076,0.0008
202212,CNVNC_M01020,토스트,887076,0.0146
202212,SPECL_M01022,튀김,887076,0.1015
202212,FORGN_M01023,파스타,887076,0.0867
202212,CNVNC_M02006,프라이드치킨,887076,0.0076
202212,FORGN_M01024,피자,887076,0.0355
202212,SPECL_M01023,함박스테이크,887076,0.0062
202212,CNVNC_M01021,핫도그,887076,0.0079
202212,KOREA_M01022,해산물요리,887076,0.0489
202212,KOREA_M02011,해장국,887076,0.0204
202212,CNVNC_M01022,햄버거,887076,0.0117
202212,KOREA_M01023,홍어 요리,887076,0.0029
202212,DRINK_M01012,홍차·녹차·밀크티,887076,0.0175
202212,KOREA_M01024,황태 요리,887076,0.0088
202212,KOREA_M01025,회,887076,0.0379
202212,KOREA_M05022,흑염소,887076,0.0006
