BASE_YM,MENU_CODE,MENU_NM,NTT_CNT,NTT_PER_AVRG_MENTN_CNT
202202,CNVNC_M02001,간장·마늘치킨,476318,0.0042
202202,KOREA_M01001,간장·양념게장,476318,0.0107
202202,KOREA_M01002,갈비찜·뼈찜,476318,0.0052
202202,KOREA_M02001,갈비탕,476318,0.0070
202202,KOREA_M02002,감자탕,476318,0.0048
202202,CNVNC_M01001,감자튀김·사이드메뉴,476318,0.0162
202202,BARFD_M01001,견과류,476318,0.0001
202202,KOREA_M01003,계란찜·계란말이,476318,0.0216
202202,CNVNC_M01002,고로케·소시지빵·피자빵,476318,0.0057
202202,KOREA_M06001,고추장찌개·돼지찌개,476318,0.0228
202202,BARFD_M01002,골뱅이,476318,0.0029
202202,KOREA_M01004,곰장어 요리,476318,0.0024
202202,KOREA_M05001,곱창·막창·내장부위,476318,0.0269
202202,KOREA_M01005,공기밥·돌솥밥,476318,0.0054
202202,BARFD_M01003,과일안주,476318,0.0003
202202,KOREA_M02003,국·탕,476318,0.0171
202202,KOREA_M02004,국밥,476318,0.0076
202202,KOREA_M03001,국수·칼국수·수제비,476318,0.0831
202202,KOREA_M01006,굴요리,476318,0.0035
202202,FORGN_M01001,그라탕,476318,0.0009
202202,KOREA_M05002,기타동물,476318,0.0002
202202,CNVNC_M02002,기타시즈닝치킨,476318,0.0213
202202,SNACK_M01001,김밥·주먹밥,476318,0.0182
202202,KOREA_M06002,김치찌개·참치찌개,476318,0.0162
202202,SPECL_M01001,나베·전골,476318,0.0281
202202,KOREA_M01008,낙지·오징어·쭈꾸미 요리,476318,0.0535
202202,KOREA_M05003,닭갈비,476318,0.0073
202202,CNVNC_M01003,닭강정,476318,0.0065
202202,KOREA_M05004,닭똥집·모래집,476318,0.0014
202202,KOREA_M05005,닭발,476318,0.0113
202202,KOREA_M05006,닭볶음탕,476318,0.0071
202202,SPECL_M01002,덮밥,476318,0.0292
202202,CNVNC_M01004,도넛·꽈배기,476318,0.0194
202202,SPECL_M01003,도시락,476318,0.0013
202202,SPECL_M01004,돈가스,476318,0.0378
202202,FORGN_M01003,돈부리,476318,0.0101
202202,FORGN_M01004,동남아음식,476318,0.0029
202202,KOREA_M05007,돼지갈비·주물럭·양념고기,476318,0.0123
202202,KOREA_M05008,돼지고기 구이,476318,0.0808
202202,KOREA_M06003,된장찌개·청국장,476318,0.0308
202202,SPECL_M01005,두부요리,476318,0.0111
202202,CNVNC_M01005,떡·모찌,476318,0.0367
202202,SNACK_M01002,떡볶이,476318,0.0303
202202,DRINK_M01001,라떼류음료,476318,0.0519
202202,DRINK_M01002,라떼류커피,476318,0.0419
202202,SNACK_M01003,라면,476318,0.0500
202202,FORGN_M01006,리소토·필라프,476318,0.0146
202202,FORGN_M01007,마라탕,476318,0.0115
202202,CNVNC_M01006,마카롱·와플·파이·타르트·카페디저트,476318,0.0458
202202,ALCHL_M01003,막걸리,476318,0.0155
202202,CNVNC_M01007,만두,476318,0.0386
202202,KOREA_M02005,매운탕·해물탕,476318,0.0140
202202,ALCHL_M01004,맥주,476318,0.0052
202202,CNVNC_M01008,머핀·카스텔라,476318,0.0061
202202,FORGN_M01008,멕시칸음식,476318,0.0014
202202,SPECL_M01006,면류,476318,0.0022
202202,KOREA_M03002,물냉면,476318,0.0118
202202,KOREA_M01009,민물고기 요리,476318,0.0018
202202,KOREA_M01010,민물장어 요리,476318,0.0029
202202,SPECL_M01007,바닷가재·게요리,476318,0.0133
202202,CNVNC_M02003,반반치킨,476318,0.0009
202202,KOREA_M04001,백반,476318,0.0040
202202,KOREA_M05009,백숙·토종닭,476318,0.0021
202202,SPECL_M01010,버섯요리,476318,0.0011
202202,BARFD_M01004,번데기,476318,0.0013
202202,CNVNC_M01009,베이글·식사용빵,476318,0.0063
202202,CNVNC_M02004,베이크류치킨,476318,0.0010
202202,KOREA_M05010,보쌈,476318,0.0100
202202,KOREA_M01011,복어요리,476318,0.0010
202202,SPECL_M01011,볶음밥,476318,0.0572
202202,KOREA_M06004,부대찌개,476318,0.0042
202202,KOREA_M05011,불닭,476318,0.0051
202202,BUFFT_M01001,뷔페·식권,476318,0.0072
202202,KOREA_M03003,비빔냉면,476318,0.0089
202202,KOREA_M01012,비빔밥,476318,0.0182
202202,CNVNC_M01010,빙수,476318,0.0040
202202,FORGN_M01009,사시미,476318,0.0127
202202,KOREA_M02006,사철탕·보신탕,476318,0.0001
202202,ALCHL_M01005,사케,476318,0.0091
202202,KOREA_M05012,삼계탕,476318,0.0040
202202,KOREA_M01013,새우구이,476318,0.0171
202202,CNVNC_M01011,샌드위치,476318,0.0235
202202,FORGN_M01010,샐러드,476318,0.0703
202202,KOREA_M01014,생선구이,476318,0.0112
202202,KOREA_M06005,생선찌개,476318,0.0005
