BASE_YM,MENU_CODE,MENU_NM,NTT_CNT,NTT_PER_AVRG_MENTN_CNT
202011,CNVNC_M02001,간장·마늘치킨,568372,0.0090
202011,KOREA_M01001,간장·양념게장,568372,0.0259
202011,KOREA_M01002,갈비찜·뼈찜,568372,0.0075
202011,KOREA_M02001,갈비탕,568372,0.0129
202011,KOREA_M02002,감자탕,568372,0.0114
202011,CNVNC_M01001,감자튀김·사이드메뉴,568372,0.0270
202011,BARFD_M01001,견과류,568372,0.0002
202011,KOREA_M01003,계란찜·계란말이,568372,0.0501
202011,CNVNC_M01002,고로케·소시지빵·피자빵,568372,0.0076
202011,KOREA_M06001,고추장찌개·돼지찌개,568372,0.0399
202011,BARFD_M01002,골뱅이,568372,0.0055
202011,KOREA_M01004,곰장어 요리,568372,0.0037
202011,KOREA_M05001,곱창·막창·내장부위,568372,0.0707
202011,KOREA_M01005,공기밥·돌솥밥,568372,0.0114
202011,BARFD_M01003,과일안주,568372,0.0005
202011,KOREA_M02003,국·탕,568372,0.0287
202011,KOREA_M02004,국밥,568372,0.0115
202011,KOREA_M03001,국수·칼국수·수제비,568372,0.1216
202011,KOREA_M01006,굴요리,568372,0.0086
202011,FORGN_M01001,그라탕,568372,0.0021
202011,KOREA_M05002,기타동물,568372,0.0003
202011,CNVNC_M02002,기타시즈닝치킨,568372,0.0391
202011,SNACK_M01001,김밥·주먹밥,568372,0.0333
202011,KOREA_M06002,김치찌개·참치찌개,568372,0.0281
202011,SPECL_M01001,나베·전골,568372,0.0461
202011,KOREA_M01008,낙지·오징어·쭈꾸미 요리,568372,0.0949
202011,KOREA_M05003,닭갈비,568372,0.0206
202011,CNVNC_M01003,닭강정,568372,0.0073
202011,KOREA_M05004,닭똥집·모래집,568372,0.0024
202011,KOREA_M05005,닭발,568372,0.0149
202011,KOREA_M05006,닭볶음탕,568372,0.0159
202011,SPECL_M01002,덮밥,568372,0.0334
202011,CNVNC_M01004,도넛·꽈배기,568372,0.0137
202011,SPECL_M01003,도시락,568372,0.0032
202011,SPECL_M01004,돈가스,568372,0.0566
202011,FORGN_M01003,돈부리,568372,0.0160
202011,FORGN_M01004,동남아음식,568372,0.0041
202011,KOREA_M05007,돼지갈비·주물럭·양념고기,568372,0.0284
202011,KOREA_M05008,돼지고기 구이,568372,0.1399
202011,KOREA_M06003,된장찌개·청국장,568372,0.0648
