BASE_YM,MENU_CODE,MENU_NM,NTT_CNT,NTT_PER_AVRG_MENTN_CNT
202301,CNVNC_M02001,간장·마늘치킨,1017009,0.0021
202301,KOREA_M01001,간장·양념게장,1017009,0.0254
202301,KOREA_M01002,갈비찜·뼈찜,1017009,0.0070
202301,KOREA_M02001,갈비탕,1017009,0.0104
202301,KOREA_M02002,감자탕,1017009,0.0108
202301,CNVNC_M01001,감자튀김·사이드메뉴,1017009,0.0236
202301,BARFD_M01001,견과류,1017009,0.0001
202301,KOREA_M01003,계란찜·계란말이,1017009,0.0424
202301,CNVNC_M01002,고로케·소시지빵·피자빵,1017009,0.0075
202301,KOREA_M06001,고추장찌개·돼지찌개,1017009,0.0386
202301,BARFD_M01002,골뱅이,1017009,0.0052
202301,KOREA_M01004,곰장어 요리,1017009,0.0034
202301,KOREA_M05001,곱창·막창·내장부위,1017009,0.0577
202301,KOREA_M01005,공기밥·돌솥밥,1017009,0.0073
202301,BARFD_M01003,과일안주,1017009,0.0008
202301,KOREA_M02003,국·탕,1017009,0.0255
202301,KOREA_M02004,국밥,1017009,0.0123
202301,KOREA_M03001,국수·칼국수·수제비,1017009,0.1159
202301,KOREA_M01006,굴요리,1017009,0.0083
202301,FORGN_M01001,그라탕,1017009,0.0018
202301,KOREA_M05002,기타동물,1017009,0.0003
202301,CNVNC_M02002,기타시즈닝치킨,1017009,0.0583
202301,SNACK_M01001,김밥·주먹밥,1017009,0.0291
202301,KOREA_M06002,김치찌개·참치찌개,1017009,0.0257
202301,SPECL_M01001,나베·전골,1017009,0.0471
202301,KOREA_M01008,낙지·오징어·쭈꾸미 요리,1017009,0.0921
202301,KOREA_M05003,닭갈비,1017009,0.0217
202301,CNVNC_M01003,닭강정,1017009,0.0064
202301,KOREA_M05004,닭똥집·모래집,1017009,0.0022
202301,KOREA_M05005,닭발,1017009,0.0139
202301,KOREA_M05006,닭볶음탕,1017009,0.0149
202301,SPECL_M01002,덮밥,1017009,0.0344
202301,CNVNC_M01004,도넛·꽈배기,1017009,0.0183
202301,SPECL_M01003,도시락,1017009,0.0024
202301,SPECL_M01004,돈가스,1017009,0.0472
202301,FORGN_M01003,돈부리,1017009,0.0162
202301,FORGN_M01004,동남아음식,1017009,0.0064
202301,KOREA_M05007,돼지갈비·주물럭·양념고기,1017009,0.0310
202301,KOREA_M05008,돼지고기 구이,1017009,0.1523
202301,KOREA_M06003,된장찌개·청국장,1017009,0.0579
202301,SPECL_M01005,두부요리,1017009,0.0216
202301,CNVNC_M01005,떡·모찌,1017009,0.0557
202301,SNACK_M01002,떡볶이,1017009,0.0451
202301,DRINK_M01001,라떼류음료,1017009,0.1132
202301,DRINK_M01002,라떼류커피,1017009,0.0371
202301,SNACK_M01003,라면,1017009,0.0712
202301,FORGN_M01006,리소토·필라프,1017009,0.0238
202301,FORGN_M01007,마라탕,1017009,0.0175
202301,CNVNC_M01006,마카롱·와플·파이·타르트·카페디저트,1017009,0.0592
202301,ALCHL_M01003,막걸리,1017009,0.0205
202301,CNVNC_M01007,만두,1017009,0.0494
202301,KOREA_M02005,매운탕·해물탕,1017009,0.0233
202301,ALCHL_M01004,맥주,1017009,0.0114
202301,CNVNC_M01008,머핀·카스텔라,1017009,0.0077
202301,FORGN_M01008,멕시칸음식,1017009,0.0023
202301,SPECL_M01006,면류,1017009,0.0046
202301,KOREA_M03002,물냉면,1017009,0.0292
202301,KOREA_M01009,민물고기 요리,1017009,0.0022
202301,KOREA_M01010,민물장어 요리,1017009,0.0045
202301,SPECL_M01007,바닷가재·게요리,1017009,0.0353
202301,CNVNC_M02003,반반치킨,1017009,0.0006
202301,KOREA_M04001,백반,1017009,0.0119
202301,KOREA_M05009,백숙·토종닭,1017009,0.0034
202301,SPECL_M01010,버섯요리,1017009,0.0013
202301,BARFD_M01004,번데기,1017009,0.0030
202301,CNVNC_M01009,베이글·식사용빵,1017009,0.0120
202301,CNVNC_M02004,베이크류치킨,1017009,0.0010
202301,KOREA_M05010,보쌈,1017009,0.0181
202301,KOREA_M01011,복어요리,1017009,0.0023
202301,SPECL_M01011,볶음밥,1017009,0.0873
202301,KOREA_M06004,부대찌개,1017009,0.0077
202301,KOREA_M05011,불닭,1017009,0.0079
202301,BUFFT_M01001,뷔페·식권,1017009,0.0141
202301,KOREA_M03003,비빔냉면,1017009,0.0099
202301,KOREA_M01012,비빔밥,1017009,0.0320
202301,CNVNC_M01010,빙수,1017009,0.0076
202301,FORGN_M01009,사시미,1017009,0.0189
202301,KOREA_M02006,사철탕·보신탕,1017009,0.0002
202301,ALCHL_M01005,사케,1017009,0.0209
202301,KOREA_M05012,삼계탕,1017009,0.0061
202301,KOREA_M01013,새우구이,1017009,0.0267
202301,CNVNC_M01011,샌드위치,1017009,0.0289
202301,FORGN_M01010,샐러드,1017009,0.1079
202301,KOREA_M01014,생선구이,1017009,0.0212
202301,KOREA_M06005,생선찌개,1017009,0.0010
202301,KOREA_M01015,생선찜·해물찜,1017009,0.0042
202301,SPECL_M01012,샤브샤브,1017009,0.0212
202301,KOREA_M02007,설렁탕·곰탕,1017009,0.0175
202301,KOREA_M05013,소고기구이,1017009,0.0861
202301,FORGN_M01011,소바,1017009,0.0186
202301,CNVNC_M01012,소보로·슈크림·브라우니·달콤한빵·과자류,1017009,0.1120
202301,BARFD_M01005,소시지,1017009,0.0117
202301,KOREA_M05014,수육,1017009,0.0248
202301,SNACK_M01004,순대,1017009,0.0253
202301,KOREA_M02008,순대국,1017009,0.0096
202301,KOREA_M06006,순두부찌개,1017009,0.0117
202301,DRINK_M01004,쉐이크·스무디·요거트,1017009,0.0011
202301,FORGN_M01012,스시,1017009,0.0736
202301,FORGN_M01013,스테이크,1017009,0.0554
202301,FORGN_M01014,스튜,1017009,0.0039
202301,FORGN_M01015,스프,1017009,0.0198
202301,CNVNC_M01013,식빵·바게트,1017009,0.0132
202301,FORGN_M01016,쌀국수,1017009,0.0249
202301,KOREA_M01016,쌈밥,1017009,0.0112
202301,KOREA_M01017,아구·아귀요리,1017009,0.0108
202301,DRINK_M01005,아메리카노,1017009,0.0026
202301,CNVNC_M01014,아이스크림,1017009,0.0507
202301,CNVNC_M01015,약과·한과,1017009,0.0012
202301,SPECL_M01013,양고기요리,1017009,0.0073
202301,CNVNC_M02005,양념치킨,1017009,0.0035
202301,KOREA_M01018,어죽,1017009,0.0007
202301,DRINK_M01006,에스프레소·드립커피·냉침커피,1017009,0.0148
202301,FORGN_M01017,오꼬노미야끼·타코야끼,1017009,0.0091
202301,KOREA_M05015,오리로스·주물럭·훈제,1017009,0.0069
202301,KOREA_M05016,오리탕·오리백숙,1017009,0.0050
202301,SPECL_M01014,오므라이스,1017009,0.0036
202301,BARFD_M01006,오징어·먹태·노가리류,1017009,0.0018
202301,KOREA_M05017,옻닭,1017009,0.0004
202301,ALCHL_M01008,와인,1017009,0.0074
202301,SPECL_M01015,우동,1017009,0.0473
202301,KOREA_M02009,육개장,1017009,0.0085
202301,KOREA_M05018,육회,1017009,0.0395
202301,BARFD_M01008,은행·꼬치구이,1017009,0.0103
202301,FORGN_M01018,인도음식,1017009,0.0040
202301,KOREA_M01019,전·빈대떡·부침개,1017009,0.0306
202301,DRINK_M01008,전통차·허브차·과일차,1017009,0.0018
202301,KOREA_M04002,정식,1017009,0.0168
202301,KOREA_M05019,제육볶음·두루치기·불고기,1017009,0.0553
202301,KOREA_M01020,조개구이,1017009,0.0156
202301,KOREA_M05020,족발,1017009,0.0038
202301,DRINK_M01009,주스·에이드,1017009,0.0015
202301,KOREA_M01021,죽,1017009,0.0353
202301,FORGN_M01019,중식요리,1017009,0.0355
202301,SPECL_M01016,짜장면,1017009,0.0165
202301,SPECL_M01017,짬뽕·짬뽕밥·짬뽕탕,1017009,0.0380
202301,SNACK_M01005,쫄면,1017009,0.0101
202301,KOREA_M06007,찌개,1017009,0.0033
202301,CNVNC_M01017,찐빵,1017009,0.0026
202301,KOREA_M05021,찜닭,1017009,0.0063
202301,SPECL_M01018,참치회,1017009,0.0025
202301,SPECL_M01019,채식·비건 요리,1017009,0.0067
202301,KOREA_M02010,추어탕,1017009,0.0035
202301,SPECL_M01020,치킨가스·생선가스·규가스,1017009,0.0055
202301,SPECL_M01021,카레,1017009,0.0239
202301,ALCHL_M01010,칵테일,1017009,0.0080
202301,DRINK_M01010,커피,1017009,0.0179
202301,CNVNC_M01018,케이크,1017009,0.0774
202301,CNVNC_M01019,쿠키,1017009,0.0344
202301,FORGN_M01020,타다끼,1017009,0.0025
202301,BARFD_M01009,타코와사비·고노와다,1017009,0.0025
202301,FORGN_M01021,탕수육·꿔바로우,1017009,0.0240
202301,FORGN_M01022,터키음식,1017009,0.0009
202301,CNVNC_M01020,토스트,1017009,0.0146
202301,SPECL_M01022,튀김,1017009,0.1045
202301,FORGN_M01023,파스타,1017009,0.0830
202301,CNVNC_M02006,프라이드치킨,1017009,0.0031
202301,FORGN_M01024,피자,1017009,0.0336
202301,SPECL_M01023,함박스테이크,1017009,0.0064
202301,CNVNC_M01021,핫도그,1017009,0.0074
202301,KOREA_M01022,해산물요리,1017009,0.0525
202301,KOREA_M02011,해장국,1017009,0.0204
202301,CNVNC_M01022,햄버거,1017009,0.0110
202301,KOREA_M01023,홍어 요리,1017009,0.0031
202301,DRINK_M01012,홍차·녹차·밀크티,1017009,0.0176
202301,KOREA_M01024,황태 요리,1017009,0.0096
202301,KOREA_M01025,회,1017009,0.0386
202301,KOREA_M05022,흑염소,1017009,0.0007
