BASE_YM,MENU_CODE,MENU_NM,NTT_CNT,NTT_PER_AVRG_MENTN_CNT
202201,CNVNC_M02001,간장·마늘치킨,513675,0.0063
202201,KOREA_M01001,간장·양념게장,513675,0.0128
202201,KOREA_M01002,갈비찜·뼈찜,513675,0.0042
202201,KOREA_M02001,갈비탕,513675,0.0062
202201,KOREA_M02002,감자탕,513675,0.0056
202201,CNVNC_M01001,감자튀김·사이드메뉴,513675,0.0234
202201,BARFD_M01001,견과류,513675,0.0001
202201,KOREA_M01003,계란찜·계란말이,513675,0.0259
202201,CNVNC_M01002,고로케·소시지빵·피자빵,513675,0.0070
202201,KOREA_M06001,고추장찌개·돼지찌개,513675,0.0225
202201,BARFD_M01002,골뱅이,513675,0.0031
202201,KOREA_M01004,곰장어 요리,513675,0.0025
202201,KOREA_M05001,곱창·막창·내장부위,513675,0.0367
202201,KOREA_M01005,공기밥·돌솥밥,513675,0.0025
202201,BARFD_M01003,과일안주,513675,0.0003
202201,KOREA_M02003,국·탕,513675,0.0150
202201,KOREA_M02004,국밥,513675,0.0085
202201,KOREA_M03001,국수·칼국수·수제비,513675,0.0654
202201,KOREA_M01006,굴요리,513675,0.0046
202201,FORGN_M01001,그라탕,513675,0.0014
202201,KOREA_M05002,기타동물,513675,0.0003
202201,CNVNC_M02002,기타시즈닝치킨,513675,0.0323
202201,SNACK_M01001,김밥·주먹밥,513675,0.0211
202201,KOREA_M06002,김치찌개·참치찌개,513675,0.0157
202201,SPECL_M01001,나베·전골,513675,0.0277
202201,KOREA_M01008,낙지·오징어·쭈꾸미 요리,513675,0.0539
202201,KOREA_M05003,닭갈비,513675,0.0085
202201,CNVNC_M01003,닭강정,513675,0.0045
202201,KOREA_M05004,닭똥집·모래집,513675,0.0012
202201,KOREA_M05005,닭발,513675,0.0067
202201,KOREA_M05006,닭볶음탕,513675,0.0080
202201,SPECL_M01002,덮밥,513675,0.0236
202201,CNVNC_M01004,도넛·꽈배기,513675,0.0154
202201,SPECL_M01003,도시락,513675,0.0018
202201,SPECL_M01004,돈가스,513675,0.0318
202201,FORGN_M01003,돈부리,513675,0.0109
202201,FORGN_M01004,동남아음식,513675,0.0018
202201,KOREA_M05007,돼지갈비·주물럭·양념고기,513675,0.0156
202201,KOREA_M05008,돼지고기 구이,513675,0.0792
202201,KOREA_M06003,된장찌개·청국장,513675,0.0337
202201,SPECL_M01005,두부요리,513675,0.0112
202201,CNVNC_M01005,떡·모찌,513675,0.0297
202201,SNACK_M01002,떡볶이,513675,0.0316
202201,DRINK_M01001,라떼류음료,513675,0.0402
202201,DRINK_M01002,라떼류커피,513675,0.0336
202201,SNACK_M01003,라면,513675,0.0445
202201,FORGN_M01006,리소토·필라프,513675,0.0157
202201,FORGN_M01007,마라탕,513675,0.0163
202201,CNVNC_M01006,마카롱·와플·파이·타르트·카페디저트,513675,0.0428
202201,ALCHL_M01003,막걸리,513675,0.0191
202201,CNVNC_M01007,만두,513675,0.0395
202201,KOREA_M02005,매운탕·해물탕,513675,0.0148
202201,ALCHL_M01004,맥주,513675,0.0082
202201,CNVNC_M01008,머핀·카스텔라,513675,0.0050
202201,FORGN_M01008,멕시칸음식,513675,0.0017
202201,SPECL_M01006,면류,513675,0.0023
202201,KOREA_M03002,물냉면,513675,0.0109
202201,KOREA_M01009,민물고기 요리,513675,0.0015
202201,KOREA_M01010,민물장어 요리,513675,0.0022
202201,SPECL_M01007,바닷가재·게요리,513675,0.0158
202201,CNVNC_M02003,반반치킨,513675,0.0013
202201,KOREA_M04001,백반,513675,0.0078
202201,KOREA_M05009,백숙·토종닭,513675,0.0021
202201,SPECL_M01010,버섯요리,513675,0.0011
202201,BARFD_M01004,번데기,513675,0.0018
202201,CNVNC_M01009,베이글·식사용빵,513675,0.0050
202201,CNVNC_M02004,베이크류치킨,513675,0.0015
202201,KOREA_M05010,보쌈,513675,0.0138
