BASE_YM,MENU_CODE,MENU_NM,NTT_CNT,NTT_PER_AVRG_MENTN_CNT
202311,CNVNC_M02001,간장·마늘치킨,1610225,0.0019
202311,KOREA_M01001,간장·양념게장,1610225,0.0266
202311,KOREA_M01002,갈비찜·뼈찜,1610225,0.0070
202311,KOREA_M02001,갈비탕,1610225,0.0116
202311,KOREA_M02002,감자탕,1610225,0.0098
202311,CNVNC_M01001,감자튀김·사이드메뉴,1610225,0.0211
202311,BARFD_M01001,견과류,1610225,0.0001
202311,KOREA_M01003,계란찜·계란말이,1610225,0.0457
202311,CNVNC_M01002,고로케·소시지빵·피자빵,1610225,0.0052
202311,KOREA_M06001,고추장찌개·돼지찌개,1610225,0.0427
202311,BARFD_M01002,골뱅이,1610225,0.0049
202311,KOREA_M01004,곰장어 요리,1610225,0.0022
202311,KOREA_M05001,곱창·막창·내장부위,1610225,0.0523
202311,KOREA_M01005,공기밥·돌솥밥,1610225,0.0068
202311,BARFD_M01003,과일안주,1610225,0.0006
202311,KOREA_M02003,국·탕,1610225,0.0214
202311,KOREA_M02004,국밥,1610225,0.0096
202311,KOREA_M03001,국수·칼국수·수제비,1610225,0.1085
202311,KOREA_M01006,굴요리,1610225,0.0061
202311,FORGN_M01001,그라탕,1610225,0.0014
202311,KOREA_M05002,기타동물,1610225,0.0002
202311,CNVNC_M02002,기타시즈닝치킨,1610225,0.0495
202311,SNACK_M01001,김밥·주먹밥,1610225,0.0240
202311,KOREA_M06002,김치찌개·참치찌개,1610225,0.0295
202311,SPECL_M01001,나베·전골,1610225,0.0525
202311,KOREA_M01008,낙지·오징어·쭈꾸미 요리,1610225,0.0854
202311,KOREA_M05003,닭갈비,1610225,0.0217
202311,CNVNC_M01003,닭강정,1610225,0.0057
202311,KOREA_M05004,닭똥집·모래집,1610225,0.0019
202311,KOREA_M05005,닭발,1610225,0.0130
202311,KOREA_M05006,닭볶음탕,1610225,0.0145
202311,SPECL_M01002,덮밥,1610225,0.0362
202311,CNVNC_M01004,도넛·꽈배기,1610225,0.0117
202311,SPECL_M01003,도시락,1610225,0.0019
202311,SPECL_M01004,돈가스,1610225,0.0463
202311,FORGN_M01003,돈부리,1610225,0.0166
202311,FORGN_M01004,동남아음식,1610225,0.0052
202311,KOREA_M05007,돼지갈비·주물럭·양념고기,1610225,0.0329
202311,KOREA_M05008,돼지고기 구이,1610225,0.1606
202311,KOREA_M06003,된장찌개·청국장,1610225,0.0646
202311,SPECL_M01005,두부요리,1610225,0.0213
202311,CNVNC_M01005,떡·모찌,1610225,0.0468
202311,SNACK_M01002,떡볶이,1610225,0.0389
202311,DRINK_M01001,라떼류음료,1610225,0.0723
202311,DRINK_M01002,라떼류커피,1610225,0.0253
202311,SNACK_M01003,라면,1610225,0.0647
202311,FORGN_M01006,리소토·필라프,1610225,0.0233
202311,FORGN_M01007,마라탕,1610225,0.0154
202311,CNVNC_M01006,마카롱·와플·파이·타르트·카페디저트,1610225,0.0436
202311,ALCHL_M01003,막걸리,1610225,0.0208
202311,CNVNC_M01007,만두,1610225,0.0402
202311,KOREA_M02005,매운탕·해물탕,1610225,0.0215
202311,ALCHL_M01004,맥주,1610225,0.0110
202311,CNVNC_M01008,머핀·카스텔라,1610225,0.0056
202311,FORGN_M01008,멕시칸음식,1610225,0.0023
202311,SPECL_M01006,면류,1610225,0.0038
202311,KOREA_M03002,물냉면,1610225,0.0312
202311,KOREA_M01009,민물고기 요리,1610225,0.0022
202311,KOREA_M01010,민물장어 요리,1610225,0.0053
202311,SPECL_M01007,바닷가재·게요리,1610225,0.0315
202311,CNVNC_M02003,반반치킨,1610225,0.0006
202311,KOREA_M04001,백반,1610225,0.0115
202311,KOREA_M05009,백숙·토종닭,1610225,0.0038
202311,SPECL_M01010,버섯요리,1610225,0.0017
202311,BARFD_M01004,번데기,1610225,0.0026
202311,CNVNC_M01009,베이글·식사용빵,1610225,0.0121
202311,CNVNC_M02004,베이크류치킨,1610225,0.0009
202311,KOREA_M05010,보쌈,1610225,0.0198
202311,KOREA_M01011,복어요리,1610225,0.0014
202311,SPECL_M01011,볶음밥,1610225,0.0691
202311,KOREA_M06004,부대찌개,1610225,0.0071
202311,KOREA_M05011,불닭,1610225,0.0076
202311,BUFFT_M01001,뷔페·식권,1610225,0.0119
202311,KOREA_M03003,비빔냉면,1610225,0.0126
202311,KOREA_M01012,비빔밥,1610225,0.0330
202311,CNVNC_M01010,빙수,1610225,0.0089
202311,FORGN_M01009,사시미,1610225,0.0199
202311,KOREA_M02006,사철탕·보신탕,1610225,0.0002
202311,ALCHL_M01005,사케,1610225,0.0239
202311,KOREA_M05012,삼계탕,1610225,0.0056
202311,KOREA_M01013,새우구이,1610225,0.0284
202311,CNVNC_M01011,샌드위치,1610225,0.0249
202311,FORGN_M01010,샐러드,1610225,0.0683
202311,KOREA_M01014,생선구이,1610225,0.0201
202311,KOREA_M06005,생선찌개,1610225,0.0007
202311,KOREA_M01015,생선찜·해물찜,1610225,0.0049
202311,SPECL_M01012,샤브샤브,1610225,0.0228
202311,KOREA_M02007,설렁탕·곰탕,1610225,0.0163
202311,KOREA_M05013,소고기구이,1610225,0.0690
202311,FORGN_M01011,소바,1610225,0.0227
202311,CNVNC_M01012,소보로·슈크림·브라우니·달콤한빵·과자류,1610225,0.0690
202311,BARFD_M01005,소시지,1610225,0.0109
202311,KOREA_M05014,수육,1610225,0.0264
202311,SNACK_M01004,순대,1610225,0.0243
202311,KOREA_M02008,순대국,1610225,0.0094
202311,KOREA_M06006,순두부찌개,1610225,0.0132
202311,DRINK_M01004,쉐이크·스무디·요거트,1610225,0.0006
202311,FORGN_M01012,스시,1610225,0.0722
202311,FORGN_M01013,스테이크,1610225,0.0575
202311,FORGN_M01014,스튜,1610225,0.0034
202311,FORGN_M01015,스프,1610225,0.0164
202311,CNVNC_M01013,식빵·바게트,1610225,0.0103
202311,FORGN_M01016,쌀국수,1610225,0.0208
202311,KOREA_M01016,쌈밥,1610225,0.0109
202311,KOREA_M01017,아구·아귀요리,1610225,0.0095
202311,DRINK_M01005,아메리카노,1610225,0.0014
202311,CNVNC_M01014,아이스크림,1610225,0.0436
202311,CNVNC_M01015,약과·한과,1610225,0.0008
202311,SPECL_M01013,양고기요리,1610225,0.0078
202311,CNVNC_M02005,양념치킨,1610225,0.0030
202311,KOREA_M01018,어죽,1610225,0.0007
202311,DRINK_M01006,에스프레소·드립커피·냉침커피,1610225,0.0105
202311,FORGN_M01017,오꼬노미야끼·타코야끼,1610225,0.0078
202311,KOREA_M05015,오리로스·주물럭·훈제,1610225,0.0069
202311,KOREA_M05016,오리탕·오리백숙,1610225,0.0049
202311,SPECL_M01014,오므라이스,1610225,0.0036
202311,BARFD_M01006,오징어·먹태·노가리류,1610225,0.0018
202311,KOREA_M05017,옻닭,1610225,0.0004
202311,ALCHL_M01008,와인,1610225,0.0050
202311,SPECL_M01015,우동,1610225,0.0450
202311,KOREA_M02009,육개장,1610225,0.0079
202311,KOREA_M05018,육회,1610225,0.0490
202311,BARFD_M01008,은행·꼬치구이,1610225,0.0100
202311,FORGN_M01018,인도음식,1610225,0.0032
202311,KOREA_M01019,전·빈대떡·부침개,1610225,0.0312
202311,DRINK_M01008,전통차·허브차·과일차,1610225,0.0013
202311,KOREA_M04002,정식,1610225,0.0210
202311,KOREA_M05019,제육볶음·두루치기·불고기,1610225,0.0537
202311,KOREA_M01020,조개구이,1610225,0.0173
202311,KOREA_M05020,족발,1610225,0.0039
202311,DRINK_M01009,주스·에이드,1610225,0.0016
202311,KOREA_M01021,죽,1610225,0.0304
202311,FORGN_M01019,중식요리,1610225,0.0335
202311,SPECL_M01016,짜장면,1610225,0.0154
202311,SPECL_M01017,짬뽕·짬뽕밥·짬뽕탕,1610225,0.0349
202311,SNACK_M01005,쫄면,1610225,0.0091
202311,KOREA_M06007,찌개,1610225,0.0038
202311,CNVNC_M01017,찐빵,1610225,0.0020
202311,KOREA_M05021,찜닭,1610225,0.0056
202311,SPECL_M01018,참치회,1610225,0.0021
202311,SPECL_M01019,채식·비건 요리,1610225,0.0047
202311,KOREA_M02010,추어탕,1610225,0.0038
202311,SPECL_M01020,치킨가스·생선가스·규가스,1610225,0.0072
202311,SPECL_M01021,카레,1610225,0.0222
202311,ALCHL_M01010,칵테일,1610225,0.0064
202311,DRINK_M01010,커피,1610225,0.0099
202311,CNVNC_M01018,케이크,1610225,0.0495
202311,CNVNC_M01019,쿠키,1610225,0.0234
202311,FORGN_M01020,타다끼,1610225,0.0029
202311,BARFD_M01009,타코와사비·고노와다,1610225,0.0026
202311,FORGN_M01021,탕수육·꿔바로우,1610225,0.0223
