BASE_YM,MENU_CODE,MENU_NM,NTT_CNT,NTT_PER_AVRG_MENTN_CNT
202104,CNVNC_M02001,간장·마늘치킨,566024,0.0090
202104,KOREA_M01001,간장·양념게장,566024,0.0245
202104,KOREA_M01002,갈비찜·뼈찜,566024,0.0081
202104,KOREA_M02001,갈비탕,566024,0.0125
202104,KOREA_M02002,감자탕,566024,0.0099
202104,CNVNC_M01001,감자튀김·사이드메뉴,566024,0.0271
202104,BARFD_M01001,견과류,566024,0.0002
202104,KOREA_M01003,계란찜·계란말이,566024,0.0437
202104,CNVNC_M01002,고로케·소시지빵·피자빵,566024,0.0082
202104,KOREA_M06001,고추장찌개·돼지찌개,566024,0.0353
202104,BARFD_M01002,골뱅이,566024,0.0049
202104,KOREA_M01004,곰장어 요리,566024,0.0033
202104,KOREA_M05001,곱창·막창·내장부위,566024,0.0599
202104,KOREA_M01005,공기밥·돌솥밥,566024,0.0109
202104,BARFD_M01003,과일안주,566024,0.0005
202104,KOREA_M02003,국·탕,566024,0.0251
202104,KOREA_M02004,국밥,566024,0.0105
202104,KOREA_M03001,국수·칼국수·수제비,566024,0.1155
202104,KOREA_M01006,굴요리,566024,0.0022
202104,FORGN_M01001,그라탕,566024,0.0019
202104,KOREA_M05002,기타동물,566024,0.0002
202104,CNVNC_M02002,기타시즈닝치킨,566024,0.0400
202104,SNACK_M01001,김밥·주먹밥,566024,0.0340
202104,KOREA_M06002,김치찌개·참치찌개,566024,0.0251
202104,SPECL_M01001,나베·전골,566024,0.0404
202104,KOREA_M01008,낙지·오징어·쭈꾸미 요리,566024,0.0920
202104,KOREA_M05003,닭갈비,566024,0.0199
202104,CNVNC_M01003,닭강정,566024,0.0077
202104,KOREA_M05004,닭똥집·모래집,566024,0.0023
202104,KOREA_M05005,닭발,566024,0.0152
202104,KOREA_M05006,닭볶음탕,566024,0.0158
202104,SPECL_M01002,덮밥,566024,0.0350
202104,CNVNC_M01004,도넛·꽈배기,566024,0.0177
